mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G01010	4.28383671733169	5.30907700669973	3.83035374692983	4.41624103073629	5.53801456744358	4.24739853368526
AT1G01020	4.56880456655807	4.55643840470676	3.53027378922535	4.32303111359182	4.84059575317227	3.96994774586165
AT1G01030	3.22896527131431	3.69539189574928	3.2555185013221	3.68827142350894	4.68946418893684	2.7886530702077
AT1G01040	5.2910479306808	4.49332396736815	4.47502025742069	4.91918472630396	4.22332604299982	4.81020801758498
AT1G01050	4.75077225275457	5.32728755585485	4.95050915905369	4.94026176042494	5.04120584258569	4.24739853368526
AT1G01060	-0.203820683250816	3.07419958416396	0.619257347807984	-0.203820683250816	3.98450459958627	1.7158434568636
AT1G01070	3.22896527131431	4.16916910618327	1.52193341606835	2.28563006642665	3.9180665547176	0.226912815399113
AT1G01080	6.51195197232525	6.60073683518025	7.0047816555449	5.84345213189457	6.143340706206	5.81892536690291
AT1G01090	7.28171792900437	7.45214293630181	7.5612047930388	6.26699568097277	6.38385942073099	7.10549356900327
AT1G01100	5.92964687897285	5.99589072560964	6.37524956530525	5.15380955440732	4.3293812958624	6.78029759634459
AT1G01110	-0.203820683250816	0.456118413025872	0.265636356936833	-0.203820683250816	-0.203820683250816	-0.203820683250816
AT1G01120	6.93195526519572	6.5856869985182	6.50820873743149	6.05146864517378	5.90686933694881	5.7395816014487
AT1G01130	2.49922898437623	2.67983436969211	0.265636356936833	-0.203820683250816	1.19729192536489	1.84276412086108
AT1G01140	6.60157254071293	5.9378146370248	5.5934915860574	6.18106996385518	5.72451153254113	5.36970859369964
AT1G01150	-0.203820683250816	0.907231897459993	-0.203820683250816	-0.203820683250816	-0.203820683250816	-0.203820683250816
AT1G01160	5.97912989282443	5.99589072560964	6.18310197700432	5.29139527629756	5.07208746350372	6.02035019731066
AT1G01170	5.32971136136624	4.88622428676206	4.82015489888776	4.078809241849	4.04801730487478	3.26732029955195
AT1G01180	4.66265546679851	2.13534847793937	3.2555185013221	3.53044198946253	3.77524125313776	4.20076132893649
