mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G01010	18.6106357577656	38.7770936158081	13.3567454711153	20.4829249771832	45.5949651481051	18.1248180569986
AT1G01020	22.8644953595406	22.6619378274203	10.6853963768923	19.1470820438886	27.7844318871265	14.8019347465489
AT1G01030	8.50771920355001	12.0863668412908	8.68188455622498	12.022586399651	24.93474656537	6.04160601899954
AT1G01040	38.284736415975	21.6547405906461	21.3707927537846	29.3885445324802	17.8105332609785	27.1872270854979
AT1G01050	26.0548900608719	39.2806922341952	30.0526773100095	29.833825510245	32.0589598697614	18.1248180569986
AT1G01060	0	7.55397927580677	0.667837273555767	0	14.960847939222	2.41664240759981
AT1G01070	8.50771920355001	17.122353025162	2.0035118206673	4.00752879988366	14.2484266087828	0.302080300949977
AT1G01080	90.3945165377188	96.1873361119396	127.556919249152	56.5506841761361	69.8172903830359	55.5827753747957
AT1G01090	154.734143014566	174.245121961943	187.996192505949	76.1430471977896	82.6408743309404	136.842376330339
AT1G01100	60.0857668750719	62.9498272983898	82.1439846473594	34.7319162656584	19.2353759218568	109.050988642942
AT1G01110	0	0.503598618387118	0.333918636777884	0	0	0
AT1G01120	121.234998650588	95.1801388751654	90.1580319300286	65.4563037314331	59.1309704264488	52.561972365296
AT1G01130	4.78559205199688	5.5395848022583	0.333918636777884	0	1.42484266087828	2.71872270854979
AT1G01140	96.2435734901594	60.4318342064542	47.4164464224595	71.6902374201411	52.0067571220573	40.4787603272969
AT1G01150	0	1.00719723677424	0	0	0	0
AT1G01160	62.2126966759594	62.9498272983898	71.792506907245	38.2941640877772	32.7713812002005	64.0410238013951
AT1G01170	39.3482013164188	28.7051212480657	27.3813282157865	16.0301151995346	15.6732692696611	8.76032872754933
AT1G01180	24.4596927102063	3.52519032870983	8.68188455622498	10.6867434663564	12.8235839479046	17.5206574550987
AT1G01190	0	1.51079585516135	0.667837273555767	0.445280977764851	1.42484266087828	0.604160601899954
AT1G01200	2.65866225110938	0	0.667837273555767	0	0	0
AT1G01210	94.6483761394938	102.230519532585	32.7240264042326	91.2826004417945	59.1309704264488	43.1974830358467
AT1G01220	13.8250437057688	24.6763323009688	13.3567454711153	9.35090053306188	10.6863199565871	10.2707302322992
AT1G01225	2.1269298008875	5.03598618387118	2.0035118206673	2.67168586658911	0	0.90624090284993
AT1G01230	38.284736415975	25.683529537743	19.3672809331173	31.1696684435396	12.8235839479046	23.2601831731482
AT1G01240	43.0703284679719	44.8202770364535	15.0263386550048	27.6074206214208	17.0981119305394	9.96864993134923
AT1G01250	0.531732450221875	0.503598618387118	1.66959318388942	0.445280977764851	1.42484266087828	0.604160601899954
AT1G01260	7.97598675332813	26.1871281561302	12.3549895607817	14.6942722662401	19.2353759218568	16.3123362512987
AT1G01290	3.72212715155313	8.05757789419389	7.68012864589133	13.3584293329455	3.56210665219571	5.73952571804956
AT1G01300	39.8799337666406	57.9138411145186	77.469123732469	39.6300070210718	77.6539250178664	67.6659874127948
AT1G01310	0	1.51079585516135	0	0	2.13726399131742	0
AT1G01320	238.747870149622	297.1231848484	474.498382861373	215.070712260423	207.31460715779	291.809570717678
AT1G01340	14.8885086062125	3.52519032870983	13.3567454711153	17.8112391105941	14.960847939222	27.4893073864479
AT1G01350	15.9519735066563	11.0791696045166	14.358501381449	18.2565200883589	7.12421330439142	9.36448932944928
AT1G01355	0	0	0	0	1.42484266087828	0
AT1G01360	6.91252185288438	3.52519032870983	4.34094227811249	3.56224782211881	4.98694931307399	3.32288331044974
AT1G01370	0	0	0.667837273555767	0.445280977764851	1.42484266087828	0
AT1G01380	0	3.52519032870983	1.33567454711153	0	4.98694931307399	0.302080300949977
AT1G01390	4.253859601775	7.05038065741966	4.34094227811249	3.11696684435396	2.84968532175657	2.71872270854979
AT1G01420	17.5471708573219	18.6331488803234	23.7082232112297	9.79618151082673	8.5490559652697	13.8956938436989
AT1G01430	61.6809642257375	55.395848022583	50.7556327902383	30.7243874657747	22.7974825740525	25.0726649788481
AT1G01440	18.0789033075438	16.6187544067749	17.36376911245	14.2489912884752	19.2353759218568	16.3123362512987
AT1G01448	7.97598675332813	8.05757789419389	15.0263386550048	4.89809075541336	2.13726399131742	11.7811317370491
AT1G01450	0	0	0.333918636777884	0	0	0
AT1G01453	0	0	0.667837273555767	0	0	0.90624090284993
AT1G01470	350.943417146438	283.02242353356	192.337134784061	236.444199193136	421.753427619972	170.675370036737
AT1G01480	5.31732450221875	29.2087198664529	5.00877955166826	23.1546108437723	69.1048690525967	26.583066483598
AT1G01490	169.090919170556	122.37446426807	46.0807718753479	107.312715641329	86.9154023135753	57.3952571804956
AT1G01500	27.6500874115375	20.1439447354847	37.0649686823451	25.8262967103614	14.960847939222	48.6349284529463
AT1G01510	15.4202410564344	12.0863668412908	12.6889081975596	11.5773054218861	8.5490559652697	19.3331392607985
AT1G01520	0	0	0	0	1.42484266087828	0.302080300949977
AT1G01540	29.777017212425	38.7770936158081	27.0474095790086	27.1621396436559	19.947797252296	26.8851467845479
AT1G01550	169.090919170556	97.6981319671009	245.764116668522	231.100827459958	164.569327331442	321.413440210775
AT1G01560	8.50771920355001	7.55397927580677	18.6994436595615	17.3659581328292	41.3204371654702	26.583066483598
AT1G01570	2.65866225110938	0.503598618387118	1.33567454711153	1.33584293329455	0	0
AT1G01580	4.78559205199688	0.503598618387118	0	0	4.27452798263485	0
AT1G01590	0	40.7914880893566	1.33567454711153	1.78112391105941	33.4838025306397	0.90624090284993
AT1G01600	1.59519735066563	7.05038065741966	1.00175591033365	3.56224782211881	18.5229545914177	1.20832120379991
AT1G01610	131.869647655025	176.763115053879	162.618376110829	79.2600140421435	69.8172903830359	98.4781781096924
AT1G01620	283.41339596826	216.043807288074	163.286213384385	81.4864189309678	82.6408743309404	90.3220099840431
AT1G01630	36.6895390653094	29.71231848484	44.4111786914585	38.7394450655421	29.921695878444	31.7184315997476
AT1G01640	1.59519735066563	3.02159171032271	3.67310500455672	3.56224782211881	4.27452798263485	3.62496361139972
AT1G01650	94.6483761394938	59.42463696968	62.7767037142421	85.9392287086163	69.8172903830359	89.7178493821431
AT1G01660	4.78559205199688	10.5755709861295	2.67134909422307	0.890561955529703	2.84968532175657	3.02080300949977
AT1G01670	5.31732450221875	3.52519032870983	2.33743045744519	5.78865271094307	0.712421330439142	3.02080300949977
AT1G01680	20.2058331084313	6.04318342064542	22.0386300273403	17.3659581328292	9.97389862614798	9.96864993134923
AT1G01690	0	6.04318342064542	3.33918636777884	2.22640488882426	2.13726399131742	0.302080300949977
AT1G01695	0.531732450221875	1.00719723677424	0	0	0	0
AT1G01700	0	0	0.667837273555767	0.445280977764851	0	1.20832120379991
AT1G01710	21.8010304590969	23.6691350641946	29.0509213996759	16.9206771550643	29.921695878444	28.9997088911978
AT1G01720	113.259011897259	109.280900190005	37.7328059559009	116.218335196626	100.451407591919	60.1139798890454
AT1G01725	5.31732450221875	7.55397927580677	6.34445409877979	8.01505759976732	3.56210665219571	6.64576662089949
AT1G01730	26.5866225110938	21.6547405906461	15.0263386550048	38.2941640877772	37.7583305132745	32.6246725025975
AT1G01740	3.19039470133125	4.53238756548406	3.33918636777884	2.22640488882426	1.42484266087828	1.20832120379991
AT1G01750	0.531732450221875	0	0	0.890561955529703	0	0.604160601899954
AT1G01760	0	0	3.00526773100095	0.890561955529703	0	1.20832120379991
AT1G01770	6.91252185288438	18.1295502619363	16.3620132021163	9.79618151082673	15.6732692696611	13.593613542749
AT1G01780	10.1029165542156	35.7555019054854	13.6906641078932	8.46033857753217	27.0720105566874	7.55200752374942
AT1G01790	55.8319072732969	41.7986853261308	55.4304937051287	52.0978743984876	32.0589598697614	42.5933224339467
AT1G01800	31.9039470133125	21.151141972259	31.0544332203432	21.3734869327129	16.3856906001003	19.3331392607985
