mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G01010	19.0123453884571	39.2663133328951	13.5068399670892	20.1654751087595	44.4224958917601	18.0633642933362
AT1G01020	23.3580243343902	22.9478454542893	10.8054719736714	18.8503354277535	27.0699584340413	14.7517475062245
AT1G01030	8.6913578918661	12.2388509089543	8.77944597860799	11.8362571290545	24.2935524408063	6.02112143111206
AT1G01040	39.1111105133975	21.9279412118765	21.6109439473427	28.9330729821332	17.3525374577188	27.0950464400043
AT1G01050	26.6172835438399	39.7762654541015	30.3903899259507	29.3714528758019	31.2345674238938	18.0633642933362
AT1G01060	0	7.64928181809644	0.675341998354461	0	14.5761314644838	2.40844857244482
AT1G01070	8.6913578918661	17.3383721210186	2.02602599506338	3.94541904301817	13.882029966175	0.301056071555603
AT1G01080	92.3456776010773	97.4008551504281	128.990321685702	55.674246495923	68.0219468342576	55.3943171662309
AT1G01090	158.074071658315	176.443433937425	190.108772536781	74.9629618173451	80.5157738038152	136.378400414688
AT1G01100	61.3827151113043	63.7440151508037	83.0670657975987	34.1936317061574	18.7407404543363	108.681241831573
AT1G01110	0	0.50995212120643	0.33767099917723	0	0	0
AT1G01120	123.851849959092	96.3809509080152	91.1711697778522	64.4418443692967	57.6104243596264	52.3837564506749
AT1G01130	4.88888881417468	5.60947333327073	0.33767099917723	0	1.3882029966175	2.70950464400043
AT1G01140	98.3209861517353	61.1942545447716	47.9492818831667	70.5791628806583	50.6694093765388	40.3415135884508
AT1G01150	0	1.01990424241286	0	0	0	0
AT1G01160	63.5555545842709	63.7440151508037	72.5992648231045	37.7006708555069	31.9286689222026	63.8238871697878
AT1G01170	40.1975302498807	29.0672709087665	27.6890219325329	15.7816761720727	15.2702329627925	8.73062607511249
AT1G01180	24.987653939115	3.56966484844501	8.77944597860799	10.5211174480484	12.4938269695575	17.461252150225
AT1G01190	0	1.52985636361929	0.675341998354461	0.438379893668685	1.3882029966175	0.602112143111206
AT1G01200	2.71604934120816	0	0.675341998354461	0	0	0
AT1G01210	96.6913565470104	103.520280604905	33.0917579193686	89.8678782020804	57.6104243596264	43.0510182324512
AT1G01220	14.1234565742824	24.9876539391151	13.5068399670892	9.20597776704239	10.4115224746313	10.2359064328905
AT1G01225	2.17283947296653	5.0995212120643	2.02602599506338	2.63027936201211	0	0.903168214666809
AT1G01230	39.1111105133975	26.0075581815279	19.5849179522794	30.686592556808	12.4938269695575	23.1813175097814
AT1G01240	43.9999993275721	45.3857387873722	15.1951949629754	27.1795534074585	16.65843595941	9.9348503613349
AT1G01250	0.543209868241631	0.50995212120643	1.68835499588615	0.438379893668685	1.3882029966175	0.602112143111206
AT1G01260	8.14814802362447	26.5175103027343	12.4938269695575	14.4665364910666	18.7407404543363	16.2570278640026
AT1G01290	3.80246907769142	8.15923393930287	7.7664329810763	13.1513968100606	3.47050749154376	5.72006535955646
AT1G01300	40.7407401181224	58.6444939387394	78.3396718091174	39.015810536513	75.6570633156539	67.4365600284551
