mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G01010	4.31335082930783	5.32680262877644	3.84558546808749	4.39469071821232	5.50117010209685	4.24279052209205
AT1G01020	4.59855089094409	4.57391615306411	3.54529966695712	4.3015464530628	4.80421083687337	3.96540162123176
AT1G01030	3.25708260966108	3.71237170105473	3.27031439034491	3.66736657896929	4.65321164638986	2.7845553334121
AT1G01040	5.3212129470808	4.51077444365891	4.49057273988086	4.89734484614834	4.1875810310951	4.805505728569
AT1G01050	4.78064456571809	5.34501771728289	4.96622147632032	4.91841181050835	5.00466531120132	4.24279052209205
AT1G01060	-0.202349008976213	3.09058295057411	0.627116614687139	-0.202349008976213	3.94909042162092	1.71263040660948
AT1G01070	3.25708260966108	4.18645905901718	1.53364146177275	2.2673999006466	3.8827545594002	0.22674258086018
AT1G01080	6.54248482852333	6.61867650994306	7.02080476919932	5.82128377128882	6.10624283725793	5.81412368238398
AT1G01090	7.31236504516227	7.47014849480802	7.57725944384477	6.24473421723344	6.34668690156569	7.10063393293578
AT1G01100	5.96004231978069	6.01375341865346	6.39121876468618	5.13186545923898	4.29350601791096	6.77544813929563
AT1G01110	-0.202349008976213	0.463711917039182	0.271192209076519	-0.202349008976213	-0.202349008976213	-0.202349008976213
AT1G01120	6.96255791769947	6.60362512333724	6.52419136030504	6.02925114683655	5.86985804726385	5.73478546936731
AT1G01130	2.52557144558698	2.69568160971208	0.271192209076519	-0.202349008976213	1.17462044946911	1.83940908728292
AT1G01140	6.63212204100801	5.95566809614843	5.60935112159741	6.15882524530357	5.68757740035228	5.36494278418744
AT1G01150	-0.202349008976213	0.917650767134417	-0.202349008976213	-0.202349008976213	-0.202349008976213	-0.202349008976213
AT1G01160	6.00953928556979	6.01375341865346	6.19904945496804	5.26939750066632	5.03552483980345	6.0155357153045
AT1G01170	5.35989341524486	4.9038266505023	4.83582850163354	4.0575181177789	4.01250973967483	3.26299611038853
AT1G01180	4.69246875433173	2.15016740574457	3.27031439034491	3.50972540964828	3.74016549636303	4.19616290610537
AT1G01190	-0.202349008976213	1.26242593073539	0.627116614687139	0.386825743031857	1.17462044946911	0.55703787989779
AT1G01200	1.84204511038224	-0.202349008976213	0.627116614687139	-0.202349008976213	-0.202349008976213	-0.202349008976213
AT1G01210	6.60822262576493	6.70582913249277	5.08580001217833	6.50361677079747	5.86985804726385	5.45680870076891
AT1G01220	3.90617544780195	4.69246875433173	3.84558546808749	3.33272168650062	3.49577684332663	3.47314046520742
