mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G01010	22.477138413377	23.0499958687009	21.5636367831606	25.8171104582065	28.8302987291888	27.1364913911553
AT1G01020	21.1064134487642	18.0920696020119	16.059048182246	19.030458262769	22.5507338512399	20.841526273527
AT1G01030	9.34813364559711	7.53935342705103	11.9653553422697	13.6053882144711	19.5229171425263	9.42801714464568
AT1G01040	30.843474808409	26.4463791330714	22.5551441205783	24.6239824533704	22.409077058907	29.526545064058
AT1G01050	25.9100284133586	34.5600187472362	33.9462916800334	31.774828169434	27.0005691581717	22.1706341816247
AT1G01060	0	7.30764638921498	0.693940484256138	0	14.2054787629316	2.59355523908233
AT1G01070	9.01056639712617	9.34256393255034	7.75326230824581	5.03739785844185	6.30759284359788	5.99563526036268
AT1G01080	93.9402728356988	96.3067561153037	123.811056844889	66.0714418343802	69.5482929863137	50.9201948508599
AT1G01090	163.431246544688	178.540726543983	169.924600799644	94.5128531348126	88.4460420470461	121.440419894578
AT1G01100	68.0045724782647	77.2454069296876	52.7708159973016	46.5455548746608	34.6125406671415	84.4503165973866
AT1G01110	0	0.487176425947665	0.346970242128069	0	0	0
AT1G01120	109.917035452032	97.1493310409331	98.2448287483758	61.8727411794869	61.2184502188873	60.9726898238378
AT1G01130	4.77636159731734	4.83610339337363	0.980928364140769	0.226647795306639	0.830065447276132	3.55170776598032
AT1G01140	72.6927423173267	63.473024223714	60.6788914751081	54.8095047611606	54.392803095423	54.8511673475513
AT1G01150	0	0.97435285189533	0	0	0	0
AT1G01160	63.7072759395382	67.8074109422624	62.1336096143883	43.8841291383999	38.027120703321	56.2642213925351
AT1G01170	35.2824097715236	28.97682179652	31.277583919293	14.3344980589966	16.0896956500981	12.2276618064647
AT1G01180	20.9987188028041	7.09232520609891	8.60489218149084	8.71852351371607	15.8582148784066	18.3869413695079
AT1G01190	0.48695609500077	0.86000909427649	0.766285776363512	0.944201823198452	0.75138255576031	0.720734101877955
AT1G01200	2.52761877889483	0	0.693940484256138	0	0	0
AT1G01210	75.3691514588978	94.4159420881869	56.8953041975502	79.1212972107667	51.6645913028737	69.252020367596
AT1G01220	14.7736816004077	21.7547190753087	14.892595893813	11.2322242423059	8.02984474882419	12.0363959747901
AT1G01225	1.96893789355389	4.74176002750652	2.55696608111137	2.69031723962412	-0.130004231970133	1.44772784299882
AT1G01230	29.7777856779609	29.6117316153239	22.0410873325644	25.3872762357131	16.9418585459343	26.8797824653038
AT1G01240	35.9195771146984	41.2119366562103	24.6826348791644	23.3213880448584	14.0880676187899	19.7673893446158
AT1G01250	0.766182523061855	0.47313288493461	1.50771217262601	0.717904495480571	1.33885919831376	0.421249771756243
AT1G01260	10.8665531957113	21.1187202844375	13.6460748228079	18.3728058895503	14.0497331160709	18.314673727875
AT1G01290	2.8391228698608	8.95811356770839	8.17079447667317	13.0178284253385	4.54554760086279	6.35017260054811
AT1G01300	56.521248063108	53.1362193398957	66.3166177819539	59.3018361892793	70.8441296492256	58.4390683025471
AT1G01310	0	1.46152927784299	0	0	2.02935410899022	0
AT1G01320	271.617883877584	321.828987074096	400.892467920913	265.487404252309	231.242244337025	221.019548976117
AT1G01340	14.1800833848413	8.23897392391588	9.40539208270566	18.3152473509376	19.0342177052138	25.0282732421444
AT1G01350	12.1908336707951	13.6798201739895	15.1984696543196	15.7721958535311	9.72645249977495	10.3287757942567
AT1G01355	0	0	0	0	1.35290273932681	0
AT1G01360	6.19973703224154	3.68329730447796	4.81254941401532	3.28589403269644	5.00822191048816	3.86807472008862
AT1G01370	0.145098127105595	-0.149740046789115	0.766848141917593	0.602343855303277	1.2031626925377	0.0729076576614547
AT1G01380	0	3.41023498163365	1.38788096851228	0	4.73515958764385	0.324194404885291
AT1G01390	4.38205326046624	6.39907200616707	4.79789109193611	3.53858331161829	2.28440752155339	3.20502758823883
AT1G01420	18.210095165298	19.794179791882	21.4982090379904	11.5872172449411	9.88606846777927	11.7762644716209
AT1G01430	57.1183721837327	56.4971832871969	54.2049132717133	30.0275717590127	24.5542202621828	28.3735720737259
AT1G01440	17.8945906086568	15.9873752143374	17.4686599970824	15.3386462144978	18.1747401389765	16.9327052702285
